Temperature, Humidity, Pressure, Gas
23.23,71.51,997.98,119.07
23.23,71.48,997.98,118.08
23.23,71.45,997.98,117.84
23.24,71.42,997.98,117.75
23.24,71.38,997.98,117.59
23.24,71.35,997.98,117.84
23.24,71.32,997.98,117.43
23.25,71.30,997.98,117.35
23.25,71.27,997.98,117.51
23.25,71.27,997.98,117.11
23.25,71.27,997.98,117.03
23.25,71.30,997.99,117.27
23.25,71.36,997.99,117.67
23.25,71.41,997.99,118.16
23.25,71.46,997.99,118.82
23.26,71.51,997.99,118.82
23.26,71.55,997.99,118.00
23.26,71.52,997.99,117.35
23.26,71.45,997.99,117.03
23.25,71.44,997.99,116.71
23.25,71.43,997.99,116.79
23.25,71.41,997.99,116.87
23.25,71.41,997.99,117.03
23.26,71.40,997.99,117.19
